SampleDateTime;DeviceID;BatteryVoltage;ChargingFlag;PLMN;SignalStrength;AttachTries;ConnectTries;AttachFailures;ConnectFailures;GeneralFailures;LastFailureCode;Temperature
2022-09-04 08:31:01.1651450;cg1;3850;0;1;29;12;0;0;0;0;0;8.31
2022-09-04 08:46:35.2406120;cg1;3848;0;1;26;29;0;0;0;0;0;8.5
2022-09-04 09:01:54.6154800;cg1;3852;0;1;30;6;0;0;0;0;0;9.69
2022-09-04 09:17:18.0867600;cg1;3854;0;1;18;13;0;0;0;0;0;11.06
2022-09-04 09:32:38.7801040;cg1;3846;0;1;17;7;0;0;0;0;0;13.69
2022-09-04 09:47:59.1704230;cg1;3846;0;1;27;5;0;0;0;0;0;14.62
2022-09-04 10:03:18.0623440;cg1;3852;0;1;28;5;0;0;0;0;0;14.38
2022-09-04 10:18:34.7757580;cg1;3846;0;1;27;4;0;0;0;0;0;14.19
2022-09-04 10:33:53.0183770;cg1;3844;0;1;28;6;0;0;0;0;0;15.81
2022-09-04 10:49:10.0582200;cg1;3840;0;1;26;5;0;0;0;0;0;14.94
2022-09-04 11:19:53.9860070;cg1;3846;0;8;20;16;0;0;0;0;0;14.19
2022-09-04 11:35:17.2665180;cg1;3850;0;1;27;13;0;0;0;0;0;16.06
2022-09-04 11:50:37.9964680;cg1;3838;0;1;20;7;0;0;0;0;0;18.44
2022-09-04 12:05:55.3516500;cg1;3840;0;1;28;5;0;0;0;0;0;17.5
2022-09-04 12:21:20.9553980;cg1;3840;0;8;21;21;0;0;0;0;0;16.62
2022-09-04 12:36:42.1580200;cg1;3832;0;1;29;12;0;0;0;0;0;16.44
2022-09-04 12:52:02.0880520;cg1;3834;0;1;19;7;0;0;0;0;0;17.62
2022-09-04 13:07:22.0088010;cg1;3836;0;1;26;6;0;0;0;0;0;18.69
2022-09-04 13:22:39.8506110;cg1;3832;0;1;27;5;0;0;0;0;0;19.12
2022-09-04 13:37:57.8526420;cg1;3832;0;1;28;6;0;0;0;0;0;19.5
2022-09-04 13:53:24.8076020;cg1;3832;0;8;20;22;1;0;0;0;0;18.38
2022-09-04 14:08:41.6134270;cg1;3828;0;8;20;5;0;0;0;0;0;17.56
2022-09-04 14:24:03.0448860;cg1;3826;0;1;27;13;0;0;0;0;0;16.75
2022-09-04 14:39:20.4238680;cg1;3830;0;1;27;5;0;0;0;0;0;16.38
2022-09-04 14:54:37.5463200;cg1;3820;0;1;29;5;0;0;0;0;0;16.44
2022-09-04 15:09:55.7133170;cg1;3826;0;1;18;7;0;0;0;0;0;16.31
2022-09-04 15:25:20.1877600;cg1;3826;0;8;20;15;0;0;0;0;0;16.81
2022-09-04 15:40:39.7911060;cg1;3824;0;8;21;7;0;0;0;0;0;17.38
2022-09-04 15:55:58.4259120;cg1;3820;0;8;21;7;0;0;0;0;0;17.5
2022-09-04 16:11:20.5895950;cg1;3828;0;1;29;13;0;0;0;0;0;17.31
2022-09-04 16:26:37.7838220;cg1;3824;0;1;27;5;0;0;0;0;0;17.19
2022-09-04 16:41:54.7624110;cg1;3824;0;1;27;5;0;0;0;0;0;16.94
2022-09-04 16:57:11.3278520;cg1;3824;0;1;29;5;0;0;0;0;0;17.31
2022-09-04 17:12:29.7915590;cg1;3814;0;1;27;5;0;0;0;0;0;18.75
2022-09-04 17:27:58.1197530;cg1;3820;0;8;22;23;0;0;0;0;0;17.5
2022-09-04 17:43:15.8832430;cg1;3824;0;8;20;7;0;0;0;0;0;16.0
2022-09-04 17:58:33.2486870;cg1;3826;0;8;20;7;0;0;0;0;0;16.12
2022-09-04 18:13:52.9253730;cg1;3818;0;8;22;7;0;0;0;0;0;17.5
2022-09-04 18:44:46.7082400;cg1;3824;0;1;19;9;1;0;0;0;0;16.69
2022-09-04 19:00:03.9993470;cg1;3808;0;1;20;8;0;0;0;0;0;14.69
2022-09-04 19:15:20.4668830;cg1;3814;0;1;27;6;0;0;0;0;0;12.94
2022-09-04 19:30:35.7471720;cg1;3820;0;1;29;5;0;0;0;0;0;11.5
2022-09-04 19:45:52.7878170;cg1;3818;0;1;28;6;0;0;0;0;0;10.25
2022-09-04 20:01:10.1489660;cg1;3818;0;1;27;6;0;0;0;0;0;9.06
2022-09-04 20:16:34.8226850;cg1;3812;0;1;19;20;0;0;0;0;0;8.0
