SampleDateTime,cg1_Temperature,cg2_SiTemperature,cg2_MplTemperature,cg2_SiHumidity,Air temperature_t2m, Air density,Top of atmosphere solar irradiance
01-01-2023 00:00,0.853333333,1.342500001,0.702500001,109.0249996,-1.104,1.241,0
01-01-2023 01:00,0.17,0.784999996,0.125,108.6599998,-1.519,1.245,0
01-01-2023 02:00,-0.47,0.099999997,-0.560000002,108.1833318,-2.036,1.249,0
01-01-2023 03:00,-0.64,-0.320000004,-1,108.1224995,-2.603,1.253,0
01-01-2023 04:00,-1.353333333,-0.796666642,-1.456666668,107.746666,-2.998,1.255,0
01-01-2023 05:00,-1.985,-1.330000013,-2,107.4675007,-3.092,1.257,0
01-01-2023 06:00,-2.265,-1.742500007,-2.452499986,107.3024998,-3.008,1.258,0
01-01-2023 07:00,-2.655,-2.014999986,-2.6875,107.4200001,-2.839,1.258,0
01-01-2023 08:00,-2.686666667,-2.016666611,-2.686666648,107.3199997,-2.727,1.259,0.685
01-01-2023 09:00,-2.265,-1.912499964,-2.589999914,107.3525009,-2.826,1.261,29.322
01-01-2023 10:00,-1.9075,-1.730000019,-2.422500014,107.3674984,-3.069,1.263,51.949
01-01-2023 11:00,-2.376666667,-1.826666633,-2.50333341,107.3866679,-3.391,1.266,37.092
01-01-2023 12:00,-2.7975,-2.233333349,-2.920000076,107.0600026,-3.745,1.268,3.187
01-01-2023 13:00,-3.155,-2.529999971,-3.206666629,106.8333359,-4.019,1.271,0
01-01-2023 14:00,-3.4225,-2.733333349,-3.420000076,106.8666687,-4.222,1.273,0
01-01-2023 15:00,-3.765,-2.906666676,-3.603333314,106.4799983,-4.407,1.275,0
01-01-2023 16:00,-3.98,-3.207500041,-3.904999971,106.3799992,-4.708,1.278,0
01-01-2023 17:00,-4.3925,-3.647499979,-4.330000043,106.0825005,-5.043,1.281,0
01-01-2023 18:00,-4.78,-4.055000007,-4.75,105.875,-5.063,1.282,0
01-01-2023 19:00,-4.5625,-3.82249999,-4.5,106.0525017,-4.854,1.282,0
01-01-2023 20:00,-4.205,-3.467500031,-4.137499928,106.2699986,-4.644,1.282,0
01-01-2023 21:00,-4.3125,-3.589999974,-4.267500043,106.2999992,-4.555,1.283,0
01-01-2023 22:00,-4.64,-3.887499988,-4.595000029,105.9574986,-4.636,1.284,0
01-01-2023 23:00,-4.103333333,-3.375,-4.059999943,105.9099998,-4.79,1.287,0
02-01-2023 00:00,-4.186666667,-3.494999945,-4.1875,105.9475002,-4.959,1.289,0
02-01-2023 01:00,-4.0625,-3.309999943,-4,105.9200007,-5.217,1.291,0
02-01-2023 02:00,-4.515,-3.706666629,-4.396666686,105.503334,-5.818,1.295,0
02-01-2023 03:00,-4.71,-3.892500043,-4.574999928,105.2450008,-6.443,1.298,0
02-01-2023 04:00,-4.79,-3.987500012,-4.705000043,105.0549984,-7.063,1.302,0
02-01-2023 05:00,-5.11,-4.297500134,-5,104.7075024,-7.728,1.305,0
02-01-2023 06:00,-5.623333333,-5.144999981,-5.827499986,103.3624992,-8.469,1.308,0
02-01-2023 07:00,-7.3125,-6.700000048,-7.425000072,101.8724995,-9.422,1.311,0
02-01-2023 08:00,-8.666666667,-8.330000162,-9.095000267,99.8674984,-10.385,1.314,0.913
02-01-2023 09:00,-10.655,-10.00249982,-10.76750016,98.20500183,-11.072,1.318,31.279
02-01-2023 10:00,-11.54,-10.82666683,-11.58333333,97.2366689,-11.32,1.323,53.949
02-01-2023 11:00,-12.1225,-11.23000002,-12,97.06499863,-11.882,1.327,39.091
02-01-2023 12:00,-12.185,-11.28333346,-12.03999996,96.9366684,-12.594,1.33,3.813
02-01-2023 13:00,-12.75,-11.67749977,-12.4375,96.37000465,-13.136,1.332,0
02-01-2023 14:00,-13.3275,-12.25249982,-13.01499987,95.37250137,-13.56,1.334,0
02-01-2023 15:00,-13.31333333,-12.33000016,-13.10750031,95.49250031,-13.89,1.335,0
02-01-2023 16:00,-13.265,-12.2650001,-13.03000021,95.59000015,-14.13,1.336,0
02-01-2023 17:00,-12.955,-11.81500006,-12.5775001,96.10499763,-14.3,1.336,0
02-01-2023 18:00,-12.06333333,-11.0999999,-11.84499979,97.04999924,-14.505,1.337,0
02-01-2023 19:00,-11.5,-10.62750006,-11.35750008,97.21999931,-14.722,1.338,0
02-01-2023 20:00,-11.16333333,-10.13000011,-10.86249995,97.8674984,-14.989,1.339,0
02-01-2023 21:00,-11.52,-10.61999989,-11.3733333,96.57999674,-15.286,1.341,0
02-01-2023 22:00,-12.1575,-11.41000009,-12.17000008,95.41249847,-15.54,1.342,0
02-01-2023 23:00,-12.0775,-11.63749981,-12.40750003,95.71750069,-15.73,1.344,0
03-01-2023 00:00,-12.875,-12.35500002,-13.1400001,94.14500046,-15.504,1.343,0
03-01-2023 01:00,-13.72,-13.21999979,-13.99999976,93.30249977,-14.635,1.341,0
03-01-2023 02:00,-12.97,-12.5875001,-13.35750008,94.8900013,-14.243,1.34,0
03-01-2023 03:00,-12.52,-11.61749983,-12.36000013,96.14249992,-14.036,1.339,0
03-01-2023 04:00,-11.79,-10.82333342,-11.54333305,96.88333639,-14.054,1.34,0
03-01-2023 05:00,-12.14,-11.24000001,-12,95.68000031,-13.857,1.341,0
03-01-2023 06:00,-13.04,-12.25250006,-13.03499985,94.17750168,-13.964,1.342,0
03-01-2023 07:00,-14.17,-13.21749997,-14.00250006,92.91499901,-14.037,1.342,0
03-01-2023 08:00,-15.0475,-13.86333338,-14.64333344,92.35333506,-13.877,1.342,1.226
03-01-2023 09:00,-15.345,-14.13000011,-14.90750003,92.26999855,-13.669,1.342,33.42
03-01-2023 10:00,-15.68666667,-14.41499996,-15.2025001,92.00250244,-13.377,1.341,56.136
03-01-2023 11:00,-15.94,-14.71499991,-15.5150001,91.70000076,-13.037,1.341,41.278
03-01-2023 12:00,-15.77,-14.55249977,-15.3275001,92.0625,-12.984,1.342,4.567
03-01-2023 13:00,-16.10333333,-14.89750004,-15.6875,91.28000069,-13.079,1.344,0
03-01-2023 14:00,-16.58,-15.24749994,-16.03000045,90.98500252,-13.21,1.346,0
03-01-2023 15:00,-15.655,-14.36750007,-15.125,92.71999931,-13.329,1.348,0
03-01-2023 16:00,-14.52333333,-13.3599999,-14.07999969,93.87999916,-13.322,1.349,0
03-01-2023 17:00,-13.2975,-12.04249978,-12.77999997,95.17250252,-13.264,1.349,0
03-01-2023 18:00,-11.595,-10.5849998,-11.2974999,96.63749886,-13.221,1.349,0
03-01-2023 19:00,-10.75,-9.913333257,-10.6233333,97.39333598,-13.145,1.349,0
03-01-2023 20:00,-9.78,-8.979999781,-9.702500105,98.34500504,-13.028,1.349,0
03-01-2023 21:00,-8.86,-8.032499909,-8.732500076,99.33249855,-12.841,1.348,0
03-01-2023 22:00,-8.436666667,-7.643333435,-8.333333333,99.78333282,-12.566,1.347,0
03-01-2023 23:00,-8.04,-7.189999938,-7.907500148,100.2849998,-12.091,1.345,0
04-01-2023 00:00,-7.5,-6.667500019,-7.375,100.8525009,-11.297,1.341,0
04-01-2023 01:00,-7.603333333,-6.754999995,-7.452499986,100.8425007,-10.471,1.337,0
04-01-2023 02:00,-7.9075,-7.132500052,-7.842499971,100.307497,-10.012,1.334,0
04-01-2023 03:00,-9.0975,-8.494999886,-9.232500076,98.39500046,-10.004,1.329,0
04-01-2023 04:00,-10.08333333,-9.239999771,-9.97999986,97.94333394,-10.583,1.327,0
04-01-2023 05:00,-10.8775,-10.13499975,-10.875,96.31000519,-11.151,1.328,0
04-01-2023 06:00,-12.42,-11.34000015,-12.1099999,94.57250214,-11.555,1.329,0
04-01-2023 07:00,-13.91666667,-12.66499996,-13.43750024,93.35249901,-11.964,1.332,0
04-01-2023 08:00,-14.6875,-13.53000011,-14.31399994,92.54200592,-11.742,1.335,1.635
04-01-2023 09:00,-15.2825,-14.05500007,-14.84249997,91.83250237,-11.181,1.338,35.766
04-01-2023 10:00,-15.54,-14.3599999,-15.12249994,91.84750175,-11.105,1.34,58.507
04-01-2023 11:00,-15.455,-14.30000019,-15.08000024,92.07000224,-11.029,1.34,43.645
04-01-2023 12:00,-15.27333333,-14.1400001,-14.90750003,92.32249832,-11.333,1.341,5.466
04-01-2023 13:00,-9.75,-13.54250002,-14.28250003,93.18500137,-11.629,1.343,0
04-01-2023 14:00,-9.25,-12.72000003,-13.47000003,94.22000122,-11.743,1.343,0
04-01-2023 15:00,-13.19,-12.09749985,-12.82999992,94.89750099,-11.154,1.34,0
04-01-2023 16:00,-12.60333333,-11.38333321,-12.12666639,95.66333262,-10.387,1.336,0
04-01-2023 17:00,-11.2025,-10.36999989,-11.07749987,96.89500046,-9.404,1.33,0
04-01-2023 18:00,-10.58333333,-9.772500038,-10.4849999,97.5775032,-8.594,1.326,0
04-01-2023 19:00,-9.67,-8.852499962,-9.547499895,98.55249977,-8.075,1.323,0
04-01-2023 20:00,-8.6575,-7.809999943,-8.500000238,99.5225029,-7.782,1.322,0
04-01-2023 21:00,-8.345,-7.449999968,-8.163333257,99.87333171,-7.725,1.322,0
04-01-2023 22:00,-8.25,-7.360000014,-8.090000153,99.90750122,-7.738,1.322,0
04-01-2023 23:00,-8.1075,-7.230000019,-7.922500014,100.125,-7.812,1.322,0
05-01-2023 00:00,-7.773333333,-6.882500052,-7.592499971,100.5049992,-7.845,1.322,0
05-01-2023 01:00,-7.405,-6.424999952,-7.122499943,100.9400024,-7.904,1.322,0
05-01-2023 02:00,-7.015,-6.143333435,-6.856666724,101.2466685,-7.878,1.322,0
05-01-2023 03:00,-6.685,-5.8950001,-6.592499971,101.4950008,-7.739,1.322,0
05-01-2023 04:00,-6.0325,-5.325000048,-6,102.2250004,-7.503,1.321,0
05-01-2023 05:00,-5.72,-4.962499976,-5.639999986,102.6599979,-7.209,1.32,0
05-01-2023 06:00,-5.75,-5.022499919,-5.6875,102.6100006,-7.024,1.319,0
05-01-2023 07:00,-6,-5.179999948,-5.857499957,102.2824993,-6.837,1.319,0
05-01-2023 08:00,-6.39,-5.553333282,-6.25,101.9133326,-6.781,1.319,2.16
05-01-2023 09:00,-6.3625,-5.51666673,-6.210000038,102.0200017,-6.746,1.32,38.295
05-01-2023 10:00,-6.215,-5.400000095,-6.107499957,102.3049984,-6.734,1.321,61.065
05-01-2023 11:00,-6.015,-5.242499948,-5.940000057,102.5725002,-6.854,1.322,46.204
05-01-2023 12:00,-6.04,-5.292500138,-6,102.4974995,-7.217,1.324,6.531
05-01-2023 13:00,-6.17,-5.429999828,-6.123333295,102.4199982,-7.645,1.327,0
05-01-2023 14:00,-6.3925,-5.625,-6.330000043,102.1875,-8.134,1.33,0
05-01-2023 15:00,-6.765,-5.98999989,-6.6875,101.6375027,-8.637,1.333,0
05-01-2023 16:00,-6.77,-6.004999995,-6.735000014,101.7625008,-9.087,1.335,0
05-01-2023 17:00,-6.833333333,-6.107499957,-6.782500029,101.5824986,-9.464,1.336,0
05-01-2023 18:00,-7.1225,-6.375,-7.059999943,101.3700008,-9.573,1.336,0
05-01-2023 19:00,-7.46,-6.63499999,-7.327499986,101.0099983,-9.657,1.336,0
05-01-2023 20:00,-7.6525,-6.843333244,-7.563333352,100.6800003,-9.897,1.336,0
05-01-2023 21:00,-8.265,-7.420000076,-8.142499924,99.86499977,-10.215,1.335,0
05-01-2023 22:00,-8.73,-7.877499938,-8.560000181,99.59500504,-10.228,1.334,0
05-01-2023 23:00,-8.485,-7.642500043,-8.345000029,100.0900002,-10.098,1.334,0
06-01-2023 00:00,-8.2525,-7.429999987,-8.103333473,100.350001,-10.048,1.334,0
06-01-2023 01:00,-8.373333333,-7.577499986,-8.279999971,99.97499847,-10.08,1.334,0
06-01-2023 02:00,-8.5,-7.662499905,-8.380000114,99.85749817,-10.161,1.334,0
06-01-2023 03:00,-8.6875,-7.804999948,-8.515000105,99.49250031,-10.258,1.334,0
06-01-2023 04:00,-8.938,-8.032500029,-8.734999895,99.29500389,-10.243,1.333,0
06-01-2023 05:00,-9.2825,-8.343333244,-9.083333333,98.80333455,-10.152,1.331,0
06-01-2023 06:00,-6.396666667,-8.630000114,-9.34499979,98.48500061,-9.98,1.33,0
06-01-2023 07:00,-10.0325,-9.132499933,-9.874999762,97.88000107,-9.927,1.328,0
06-01-2023 08:00,-10.5,-9.55250001,-10.31000042,97.49500465,-9.905,1.327,2.825
06-01-2023 09:00,-10.56,-9.619999886,-10.36250019,97.50250053,-9.973,1.327,41.005
06-01-2023 10:00,-10.4375,-9.5,-10.20666663,97.76000214,-9.575,1.327,63.805
06-01-2023 11:00,-10.12333333,-9.207500219,-9.939999819,98.11999893,-9.331,1.328,48.938
06-01-2023 12:00,-9.79,-8.857500076,-9.592499971,98.5549984,-10.556,1.329,7.778
06-01-2023 13:00,-9.52,-8.65749979,-9.390000343,98.65750313,-12.036,1.331,0
06-01-2023 14:00,-10.3125,-9.252499819,-10.0150001,97.63750076,-12.993,1.332,0
06-01-2023 15:00,-10.89666667,-9.866666794,-10.60333316,96.82000224,-13.496,1.334,0
06-01-2023 16:00,-11,-9.969999949,-10.70999972,96.92333221,-13.96,1.334,0
06-01-2023 17:00,-10.955,-9.912500143,-10.63999987,97.10500526,-14.004,1.335,0
06-01-2023 18:00,-10.8275,-9.762500048,-10.4849999,97.19000244,-13.867,1.336,0
06-01-2023 19:00,-10.7175,-9.664999962,-10.40750003,97.45249939,-13.82,1.336,0
06-01-2023 20:00,-10.485,-9.470000029,-10.20499969,97.68500519,-13.067,1.336,0
06-01-2023 21:00,-10.4,-9.453333537,-10.18999958,97.67000326,-12.406,1.336,0
06-01-2023 22:00,-10.6875,-9.619999886,-10.37500024,97.28249931,-11.983,1.336,0
06-01-2023 23:00,-11.075,-10.06750011,-10.8125,96.45000267,-11.419,1.335,0
07-01-2023 00:00,-11.1725,-10.19499993,-10.96999979,96.59500313,-10.323,1.333,0
07-01-2023 01:00,-11,-10.01999998,-10.75,96.94250107,-9.543,1.33,0
07-01-2023 02:00,-10.64333333,-9.654999971,-10.40499997,97.43250084,-9.148,1.329,0
07-01-2023 03:00,-10.212,-9.317499876,-10.0474999,97.79750252,-8.649,1.326,0
07-01-2023 04:00,-9.985,-9.089999914,-9.827500343,97.89500427,-7.876,1.323,0
07-01-2023 05:00,-10.125,-9.169999838,-9.909999847,97.74999619,-7.404,1.321,0
07-01-2023 06:00,-9.4375,-8.674999952,-9.375,98.59500122,-7.118,1.319,0
07-01-2023 07:00,-8.44,-7.76000007,-8.43999958,99.7333374,-6.955,1.318,0
07-01-2023 08:00,-7.655,-6.850000064,-7.523333391,100.6333338,-6.914,1.318,3.652
07-01-2023 09:00,-7.22,-6.359999975,-7.059999943,101.1366679,-6.908,1.317,43.899
07-01-2023 10:00,-6.9075,-6.173333327,-6.856666724,101.403333,-6.922,1.317,66.726
07-01-2023 11:00,-6.515,-5.902500033,-6.610000014,101.7425003,-6.918,1.317,51.856
07-01-2023 12:00,-6.53,-5.800000191,-6.485000014,101.7924995,-6.872,1.316,9.225
07-01-2023 13:00,-6.666666667,-5.902499914,-6.6049999,101.5625,-6.784,1.315,0
07-01-2023 14:00,-6.69,-5.913333416,-6.599999905,101.6099981,-6.68,1.314,0
07-01-2023 15:00,-6.6075,-5.957499981,-6.669999957,101.5125008,-6.631,1.314,0
07-01-2023 16:00,-6.33,-6.022500038,-6.735000014,101.5224991,-6.653,1.314,0
07-01-2023 17:00,-6.075,-5.924999952,-6.639999986,101.7849998,-6.714,1.314,0
07-01-2023 18:00,-5.7825,-5.679999828,-6.376666705,102.1099981,-6.744,1.314,0
07-01-2023 19:00,-5.655,-5.524999857,-6.220000029,102.2224998,-6.753,1.313,0
07-01-2023 20:00,-5.56,-5.452499866,-6.119999886,102.3449993,-6.75,1.313,0
07-01-2023 21:00,-5.793333333,-5.389999866,-6.074999928,102.3775005,-6.681,1.312,0
07-01-2023 22:00,-5.92,-5.283333302,-5.980000019,102.4566676,-6.496,1.311,0
07-01-2023 23:00,-5.94,-5.245000005,-5.925000072,102.4824982,-6.337,1.309,0
08-01-2023 00:00,-5.94,-5.215999985,-5.892000103,102.5539993,-6.151,1.307,0
08-01-2023 01:00,-5.8625,-5.162500024,-5.845000029,102.6450005,-6.028,1.306,0
08-01-2023 02:00,-5.765,-5.0424999,-5.720000029,102.7600002,-5.917,1.305,0
08-01-2023 03:00,-5.575,-4.929999828,-5.619999886,102.9080002,-5.737,1.303,0
08-01-2023 04:00,-5.56,-4.880000114,-5.559999943,102.9399986,-5.495,1.301,0
08-01-2023 05:00,-5.545,-4.88500011,-5.559999943,103.0450001,-5.313,1.299,0
08-01-2023 06:00,-5.3925,-4.772500157,-5.455000043,103.2199993,-5.188,1.298,0
08-01-2023 07:00,-5.235,-4.605000138,-5.309999943,103.4200001,-5.104,1.298,0
08-01-2023 08:00,-5.19,-4.545000076,-5.235000014,103.5974998,-5.063,1.298,4.655
08-01-2023 09:00,-5.12,-4.48999989,-5.172500014,103.6275005,-5.072,1.297,46.973
08-01-2023 10:00,-5.105,-4.470000029,-5.137499928,103.6275005,-5.13,1.297,69.823
08-01-2023 11:00,-4.97,-4.300000072,-4.985000014,103.8675003,-5.167,1.297,54.949
08-01-2023 12:00,-4.75,-4.0825001,-4.75,104.102499,-5.188,1.296,10.89
08-01-2023 13:00,-4.6725,-3.997500062,-4.654999971,104.2150002,-5.164,1.295,0
08-01-2023 14:00,-4.52,-3.862500012,-4.529999971,104.3274994,-5.101,1.294,0
08-01-2023 15:00,-4.356666667,-3.700000048,-4.376666705,104.4666672,-5.048,1.293,0
08-01-2023 16:00,-4.1075,-3.5,-4.1875,104.6799984,-5.043,1.293,0
08-01-2023 17:00,-3.955,-3.354999959,-4.029999971,104.789999,-5.071,1.293,0
08-01-2023 18:00,-3.94,-3.309999943,-4,104.8149986,-5.104,1.293,0
08-01-2023 19:00,-4,-3.383333365,-4.039999962,104.796669,-5.118,1.293,0
08-01-2023 20:00,-4.09,-3.5,-4.1875,104.7250023,-5.114,1.293,0
08-01-2023 21:00,-4.21,-3.652500033,-4.345000029,104.6650009,-5.081,1.293,0
08-01-2023 22:00,-4.345,-3.75999999,-4.460000038,104.5500005,-5.062,1.293,0
08-01-2023 23:00,-4.485,-3.902500033,-4.589999914,104.3974991,-5.044,1.292,0
09-01-2023 00:00,-4.59,-3.985000074,-4.672500014,104.2799988,-4.996,1.291,0
09-01-2023 01:00,-4.5885,-3.974875069,-4.662375015,104.2906238,-4.93,1.291,0
09-01-2023 02:00,-4.587,-3.964750063,-4.652250016,104.3012487,-4.863,1.29,0
09-01-2023 03:00,-4.5855,-3.954625058,-4.642125016,104.3118737,-4.794,1.289,0
09-01-2023 04:00,-4.584,-3.944500053,-4.632000017,104.3224987,-4.75,1.289,0
09-01-2023 05:00,-4.5825,-3.934375048,-4.621875018,104.3331237,-4.756,1.29,0
09-01-2023 06:00,-4.581,-3.924250042,-4.611750019,104.3437487,-4.785,1.29,0
09-01-2023 07:00,-4.5795,-3.914125037,-4.601625019,104.3543736,-4.811,1.291,0
09-01-2023 08:00,-4.578,-3.904000032,-4.59150002,104.3649986,-4.844,1.291,5.856
09-01-2023 09:00,-4.5765,-3.893875027,-4.581375021,104.3756236,-4.969,1.292,50.223
09-01-2023 10:00,-4.575,-3.883750021,-4.571250021,104.3862486,-5.116,1.293,73.105
09-01-2023 11:00,-4.5735,-3.873625016,-4.561125022,104.3968736,-5.208,1.293,58.219
09-01-2023 12:00,-4.572,-3.863500011,-4.551000023,104.4074986,-5.252,1.293,12.796
09-01-2023 13:00,-4.5705,-3.853375006,-4.540875024,104.4181235,-5.233,1.292,0
09-01-2023 14:00,-4.569,-3.84325,-4.530750024,104.4287485,-5.245,1.292,0
09-01-2023 15:00,-4.5675,-3.833124995,-4.520625025,104.4393735,-5.307,1.292,0
09-01-2023 16:00,-4.566,-3.82299999,-4.510500026,104.4499985,-5.3,1.292,0
09-01-2023 17:00,-4.5645,-3.812874985,-4.500375026,104.4606235,-5.246,1.292,0
09-01-2023 18:00,-4.563,-3.802749979,-4.490250027,104.4712484,-5.171,1.292,0
09-01-2023 19:00,-4.5615,-3.792624974,-4.480125028,104.4818734,-5.101,1.292,0
09-01-2023 20:00,-4.56,-3.782499969,-4.470000029,104.4924984,-5.062,1.292,0
09-01-2023 21:00,-4.3925,-3.655000031,-4.330000043,104.6650009,-4.987,1.292,0
09-01-2023 22:00,-4.25,-3.50333333,-4.186666648,104.7833328,-5.089,1.291,0
09-01-2023 23:00,-4.155,-3.440000057,-4.119999886,104.7400004,-5.506,1.29,0
10-01-2023 00:00,-4.08,-3.356666565,-4.019999981,104.9099986,-5.59,1.29,0
10-01-2023 01:00,-3.97,-3.297499955,-3.970000029,105.0174999,-5.319,1.289,0
10-01-2023 02:00,-3.8925,-3.182500005,-3.877500057,105.1225014,-4.92,1.289,0
10-01-2023 03:00,-3.6875,-3.023333311,-3.706666629,105.1766663,-4.627,1.289,0
10-01-2023 04:00,-3.6,-2.926666737,-3.599999905,105.3333359,-4.283,1.288,0
10-01-2023 05:00,-3.575,-2.907500088,-3.559999943,105.4124985,-4.303,1.288,0
10-01-2023 06:00,-3.575,-2.8950001,-3.559999943,105.4475002,-4.404,1.288,0
10-01-2023 07:00,-3.56,-2.905000091,-3.559999943,105.5050011,-4.463,1.289,0
10-01-2023 08:00,-3.53,-2.849999984,-3.519999981,105.596667,-4.492,1.289,7.278
10-01-2023 09:00,-3.455,-2.792499959,-3.455000043,105.6299973,-4.509,1.289,53.654
10-01-2023 10:00,-3.27,-2.616666714,-3.293333371,105.7666651,-4.615,1.289,76.558
10-01-2023 11:00,-2.97,-2.309999943,-2.970000029,106,-4.792,1.289,61.672
10-01-2023 12:00,-2.94,-2.279999971,-2.940000057,106.1349983,-5.027,1.289,14.958
10-01-2023 13:00,-3.045,-2.387499988,-3.044999957,106.0174999,-5.315,1.288,0
10-01-2023 14:00,-3.396666667,-2.646666606,-3.333333333,105.7366689,-5.469,1.288,0
10-01-2023 15:00,-3.655,-2.959999979,-3.625,105.4925003,-5.62,1.287,0
10-01-2023 16:00,-3.856666667,-3.127499998,-3.809999943,105.3225021,-5.708,1.286,0
10-01-2023 17:00,-3.96,-3.296666622,-3.980000019,105.1866684,-5.723,1.285,0
10-01-2023 18:00,-4.25,-3.485000014,-4.169999957,104.9549999,-5.865,1.285,0
10-01-2023 19:00,-4.515,-3.664999962,-4.360000014,104.5249977,-6.155,1.284,0
10-01-2023 20:00,-4.86,-4.087500036,-4.782500029,104.2824993,-6.49,1.284,0
10-01-2023 21:00,-4.94,-4.169999957,-4.845000029,104.3949986,-6.823,1.284,0
10-01-2023 22:00,-4.88,-4.107500076,-4.794999957,104.4249992,-7.231,1.283,0
10-01-2023 23:00,-4.77,-4.032500088,-4.705000043,104.5575008,-7.596,1.283,0
11-01-2023 00:00,-4.98,-4.509999931,-5.2075001,103.4950008,-7.735,1.283,0
11-01-2023 01:00,-6.496666667,-5.7924999,-6.497499943,102.3800011,-7.667,1.283,0
11-01-2023 02:00,-6.126666667,-5.5,-6.210000038,103.0933329,-7.026,1.282,0
11-01-2023 03:00,-5.72,-4.987499952,-5.654999971,103.6474991,-5.959,1.281,0
11-01-2023 04:00,-5.3125,-4.550000072,-5.235000014,104.0450001,-4.765,1.278,0
11-01-2023 05:00,-4.856666667,-4.150000095,-4.830000043,104.3775005,-3.767,1.274,0
11-01-2023 06:00,-4.5475,-3.8125,-4.5,104.664999,-3.04,1.27,0
11-01-2023 07:00,-4.2025,-3.50666666,-4.186666648,105,-2.366,1.266,0
11-01-2023 08:00,-3.7175,-3.00999999,-3.6875,105.4274998,-1.677,1.262,8.935
11-01-2023 09:00,-3.1875,-2.517499983,-3.1875,105.9650002,-1.034,1.258,57.255
11-01-2023 10:00,-2.3125,-1.612500012,-2.279999971,106.4700012,-0.406,1.254,80.19
11-01-2023 11:00,-1.185,-0.517500009,-1.169999957,107.3499985,-0.066,1.25,65.29
11-01-2023 12:00,-0.185,0.309999995,-0.31,107.9766668,0.084,1.248,17.396
11-01-2023 13:00,0.4375,0.874999985,0.234999998,108.2574978,0.113,1.246,0
11-01-2023 14:00,0.56,1.156666676,0.520000001,108.7033335,0.115,1.245,0
11-01-2023 15:00,0.44,1.007500008,0.359999999,109.0424995,0.108,1.243,0
11-01-2023 16:00,0.265,0.86999999,0.234999999,109.0875015,0.107,1.242,0
11-01-2023 17:00,0.345,0.935000002,0.280000001,109.2275009,0.071,1.241,0
11-01-2023 18:00,0.455,1.017499983,0.362499997,109.3449993,0.096,1.241,0
11-01-2023 19:00,0.575,1.130000025,0.484999999,109.4300022,0.127,1.24,0
11-01-2023 20:00,0.6725,1.217500001,0.545000002,109.522501,0.119,1.24,0
11-01-2023 21:00,0.6,1.150000006,0.5,109.4849987,0.11,1.24,0
11-01-2023 22:00,0.52,1.085000038,0.439999998,109.4749985,0.094,1.24,0
11-01-2023 23:00,0.643333333,1.200000018,0.545000002,109.4549999,0.048,1.24,0
12-01-2023 00:00,0.73,1.277499974,0.620000005,109.5749989,-0.005,1.24,0
12-01-2023 01:00,0.71,1.309999973,0.657499999,109.647501,-0.093,1.241,0
12-01-2023 02:00,1.2025,1.766666651,1.123333335,109.8266652,-0.162,1.241,0
12-01-2023 03:00,1.5325,1.99000001,1.344999969,109.9850006,-0.174,1.241,0
12-01-2023 04:00,2.08,2.093333403,1.456666629,109.9933345,-0.138,1.24,0
12-01-2023 05:00,1.4525,1.859999985,1.202499986,110.0275021,-0.07,1.239,0
12-01-2023 06:00,1.7175,2.25333333,1.623333335,110.1666667,0.032,1.239,0
12-01-2023 07:00,1.685,2.223333279,1.603333354,110.1999995,0.086,1.238,0
12-01-2023 08:00,1.5,2.064999938,1.440000057,110.2875004,0.131,1.237,10.848
12-01-2023 09:00,1.5625,2.077499986,1.455000013,110.2124996,0.176,1.237,61.021
12-01-2023 10:00,1.86,2.305000007,1.669999987,110.3799992,0.21,1.237,83.987
12-01-2023 11:00,2.1875,2.610000014,1.984999985,110.6324997,0.256,1.236,69.086
12-01-2023 12:00,2.523333333,2.98999995,2.345000029,110.6949997,0.292,1.236,20.13
12-01-2023 13:00,2.4525,2.867500007,2.217499971,110.8200016,0.312,1.236,0
12-01-2023 14:00,2.1525,2.639999986,2.014999986,110.727499,0.316,1.236,0
12-01-2023 15:00,2.045,2.557499945,1.925000042,110.5874996,0.302,1.236,0
12-01-2023 16:00,1.765,2.310000002,1.669999987,110.3575001,0.28,1.236,0
12-01-2023 17:00,1.6,2.200000048,1.559999973,110.2224979,0.261,1.236,0
12-01-2023 18:00,1.416666667,2,1.333333333,110.1666692,0.242,1.236,0
12-01-2023 19:00,1.2025,1.842500001,1.217500001,110.0175018,0.215,1.236,0
12-01-2023 20:00,0.9375,1.569999993,0.922499985,109.9074993,0.174,1.237,0
12-01-2023 21:00,0.67,1.319999993,0.655000001,109.7825012,0.128,1.237,0
12-01-2023 22:00,0.25,0.824999988,0.187499999,109.4150009,0.059,1.238,0
12-01-2023 23:00,-0.3275,0.190000006,-0.484999999,109.0224991,-0.034,1.239,0
13-01-2023 00:00,-1.03,-0.626666655,-1.293333312,108.3666662,-0.155,1.24,0
13-01-2023 01:00,-1.44,-0.964999989,-1.610000044,108.7525005,-0.38,1.241,0
13-01-2023 02:00,-1.58,-1.229999989,-1.875,108.4450016,-0.554,1.242,0
13-01-2023 03:00,-2.02,-1.757499993,-2.4375,108.3374977,-0.751,1.244,0
13-01-2023 04:00,-2.455,-2.056666692,-2.730000019,108.3700002,-1,1.245,0
13-01-2023 05:00,-2.81,-2.029999971,-2.690000057,108.3600006,-1.299,1.247,0
13-01-2023 06:00,-3.5025,-2.354999982,-3.029687554,104.4621879,-1.626,1.249,0
13-01-2023 07:00,-4.3125,-2.679999992,-3.36937505,100.5643753,-1.93,1.252,0
