SampleDateTime,cg2_SiTemperature,cg2_MplTemperature,cg2_SiHumidity,Temperature,Air temperature (°C)(t2m), Air density(rhoa),Top of atmosphere solar irradiance (swtdn)
08-03-2022 10:00,0,0,0,0,-3.68,1.3,475.021
08-03-2022 11:00,0,0,0,0,-3.304,1.299,459.528
08-03-2022 12:00,0,0,0,0,-3.203,1.299,405.23
08-03-2022 13:00,0,0,0,0,-3.38,1.3,315.905
08-03-2022 14:00,0,0,0,0,-3.807,1.302,197.66
08-03-2022 15:00,0,0,0,0,-4.436,1.305,59.464
08-03-2022 16:00,0,0,0,0,-5.415,1.309,0
08-03-2022 17:00,0,0,0,0,-6.434,1.313,0
08-03-2022 18:00,0,0,0,0,-7.499,1.316,0
08-03-2022 19:00,0,0,0,0,-8.259,1.318,0
08-03-2022 20:00,0,0,0,0,-8.611,1.32,0
08-03-2022 21:00,0,0,0,0,-8.713,1.321,0
08-03-2022 22:00,0,0,0,0,-8.869,1.322,0
08-03-2022 23:00,0,0,0,0,-9.127,1.322,0
09-03-2022 00:00,0,0,0,0,-9.697,1.322,0
09-03-2022 01:00,0,0,0,0,-10.252,1.323,0
09-03-2022 02:00,0,0,0,0,-10.731,1.324,0
09-03-2022 03:00,0,0,0,0,-11.202,1.325,0
09-03-2022 04:00,0,0,0,0,-11.721,1.326,0
09-03-2022 05:00,0,0,0,0,-12.039,1.327,39.106
09-03-2022 06:00,0,0,0,0,-10.716,1.328,176.112
09-03-2022 07:00,0,0,0,0,-8.032,1.327,300.101
09-03-2022 08:00,0,0,0,0,-6.307,1.321,396.67
09-03-2022 09:00,0,0,0,0,-5.184,1.315,459.238
09-03-2022 10:00,0,0,0,0,-4.379,1.311,483.618
09-03-2022 11:00,0,0,0,0,-3.757,1.308,468.091
09-03-2022 12:00,0,0,0,0,-3.327,1.305,413.822
09-03-2022 13:00,0,0,0,0,-3.084,1.303,324.501
09-03-2022 14:00,0,0,0,0,-2.995,1.302,206.192
09-03-2022 15:00,0,0,0,0,-2.963,1.301,67.347
09-03-2022 16:00,0,0,0,0,-2.885,1.301,0.006
09-03-2022 17:00,0,0,0,0,-2.71,1.3,0
09-03-2022 18:00,0,0,0,0,-2.541,1.3,0
09-03-2022 19:00,0,0,0,0,-2.416,1.299,0
09-03-2022 20:00,0,0,0,0,-2.354,1.298,0
09-03-2022 21:00,0,0,0,0,-2.275,1.297,0
09-03-2022 22:00,0,0,0,0,-2.079,1.296,0
09-03-2022 23:00,0,0,0,0,-1.81,1.294,0
10-03-2022 00:00,0,0,0,0,-1.48,1.292,0
10-03-2022 01:00,0,0,0,0,-1.347,1.291,0
10-03-2022 02:00,0,0,0,0,-1.476,1.291,0
10-03-2022 03:00,0,0,0,0,-1.749,1.292,0
10-03-2022 04:00,0,0,0,0,-2.141,1.293,0
10-03-2022 05:00,0,0,0,0,-2.67,1.295,45.517
10-03-2022 06:00,0,0,0,0,-2.764,1.296,184.658
10-03-2022 07:00,0,0,0,0,-2.528,1.295,308.63
10-03-2022 08:00,0,0,0,0,-2.083,1.293,405.204
10-03-2022 09:00,0,0,0,0,-1.461,1.29,467.801
10-03-2022 10:00,0,0,0,0,-0.838,1.287,492.146
10-03-2022 11:00,0,0,0,0,-0.371,1.284,476.653
10-03-2022 12:00,0,0,0,0,-0.056,1.282,422.351
10-03-2022 13:00,0,0,0,0,0.075,1.281,333.001
10-03-2022 14:00,0,0,0,0,0.064,1.281,214.74
10-03-2022 15:00,0,0,0,0,-0.021,1.281,75.65
10-03-2022 16:00,0,0,0,0,-0.16,1.282,0.092
10-03-2022 17:00,0,0,0,0,-0.31,1.283,0
10-03-2022 18:00,0,0,0,0,-0.433,1.285,0
10-03-2022 19:00,0,0,0,0,-0.572,1.286,0
10-03-2022 20:00,0,0,0,0,-0.814,1.288,0
10-03-2022 21:00,0,0,0,0,-0.972,1.289,0
10-03-2022 22:00,0,0,0,0,-1.057,1.289,0
10-03-2022 23:00,0,0,0,0,-1.079,1.289,0
11-03-2022 00:00,0,0,0,0,-0.999,1.288,0
11-03-2022 01:00,0,0,0,0,-0.83,1.286,0
11-03-2022 02:00,0,0,0,0,-0.58,1.284,0
11-03-2022 03:00,0,0,0,0,-0.408,1.283,0
11-03-2022 04:00,0,0,0,0,-0.323,1.283,0
11-03-2022 05:00,0,0,0,0,-0.241,1.283,52.412
11-03-2022 06:00,0,0,0,0,-0.102,1.282,193.206
11-03-2022 07:00,0,0,0,0,0.055,1.282,317.193
11-03-2022 08:00,0,0,0,0,0.292,1.281,413.733
11-03-2022 09:00,0,0,0,0,0.532,1.28,476.335
11-03-2022 10:00,0,0,0,0,0.787,1.278,500.68
11-03-2022 11:00,0,0,0,0,0.967,1.278,485.216
11-03-2022 12:00,0,0,0,0,1.04,1.277,430.918
11-03-2022 13:00,0,0,0,0,1.009,1.278,341.593
11-03-2022 14:00,0,0,0,0,0.883,1.278,223.286
11-03-2022 15:00,0,0,0,0,0.562,1.279,84.156
11-03-2022 16:00,0,0,0,0,0.272,1.28,0.459
11-03-2022 17:00,0,0,0,0,0.109,1.281,0
11-03-2022 18:00,0,0,0,0,-0.064,1.282,0
11-03-2022 19:00,0,0,0,0,-0.226,1.283,0
11-03-2022 20:00,0,0,0,0,-0.353,1.284,0
11-03-2022 21:00,0,0,0,0,-0.494,1.284,0
11-03-2022 22:00,0,0,0,0,-0.697,1.286,0
11-03-2022 23:00,0,0,0,0,-0.994,1.288,0
12-03-2022 00:00,0,0,0,0,-1.227,1.289,0
12-03-2022 01:00,0,0,0,0,-1.585,1.292,0
12-03-2022 02:00,0,0,0,0,-1.759,1.294,0
12-03-2022 03:00,0,0,0,0,-1.898,1.296,0
12-03-2022 04:00,0,0,0,0,-2.132,1.298,0
12-03-2022 05:00,0,0,0,0,-2.336,1.299,59.795
12-03-2022 06:00,0,0,0,0,-1.974,1.298,201.737
12-03-2022 07:00,0,0,0,0,-1.098,1.294,325.693
12-03-2022 08:00,0,0,0,0,-0.166,1.289,422.267
12-03-2022 09:00,0,0,0,0,0.243,1.286,484.864
12-03-2022 10:00,0,0,0,0,0.595,1.283,509.243
12-03-2022 11:00,0,0,0,0,0.856,1.28,493.716
12-03-2022 12:00,0,0,0,0,0.974,1.279,439.418
12-03-2022 13:00,0,0,0,0,0.911,1.278,350.093
12-03-2022 14:00,0,0,0,0,0.564,1.279,231.817
12-03-2022 15:00,0,0,0,0,-0.255,1.282,92.71
12-03-2022 16:00,0,0,0,0,-1.275,1.286,1.269
12-03-2022 17:00,0,0,0,0,-1.974,1.291,0
12-03-2022 18:00,0,0,0,0,-2.487,1.296,0
12-03-2022 19:00,0,0,0,0,-2.925,1.299,0
12-03-2022 20:00,0,0,0,0,-3.367,1.301,0
12-03-2022 21:00,0,0,0,0,-3.943,1.302,0
12-03-2022 22:00,0,0,0,0,-4.259,1.304,0
12-03-2022 23:00,0,0,0,0,-4.459,1.304,0
13-03-2022 00:00,0,0,0,0,-4.659,1.305,0
13-03-2022 01:00,0,0,0,0,-4.808,1.306,0
13-03-2022 02:00,0,0,0,0,-5.061,1.307,0
13-03-2022 03:00,0,0,0,0,-5.347,1.309,0
13-03-2022 04:00,0,0,0,0,-5.708,1.311,0.004
13-03-2022 05:00,0,0,0,0,-6.003,1.313,67.655
13-03-2022 06:00,0,0,0,0,-5.515,1.313,210.283
13-03-2022 07:00,0,0,0,0,-4.677,1.311,334.222
13-03-2022 08:00,0,0,0,0,-3.684,1.307,430.767
13-03-2022 09:00,0,0,0,0,-2.271,1.3,493.364
13-03-2022 10:00,0,0,0,0,-0.789,1.293,517.647
13-03-2022 11:00,0,0,0,0,0.132,1.286,502.187
13-03-2022 12:00,0,0,0,0,0.511,1.282,447.885
13-03-2022 13:00,0,0,0,0,0.6,1.28,358.593
13-03-2022 14:00,0,0,0,0,0.357,1.278,240.38
13-03-2022 15:00,0,0,0,0,-0.401,1.28,101.265
13-03-2022 16:00,0,0,0,0,-1.08,1.284,2.555
13-03-2022 17:00,0,0,0,0,-1.708,1.288,0
13-03-2022 18:00,0,0,0,0,-2.101,1.291,0
13-03-2022 19:00,0,0,0,0,-2.407,1.295,0
13-03-2022 20:00,0,0,0,0,-2.911,1.299,0
13-03-2022 21:00,0,0,0,0,-3.366,1.302,0
13-03-2022 22:00,0,0,0,0,-4.027,1.304,0
13-03-2022 23:00,0,0,0,0,-4.836,1.307,0
14-03-2022 00:00,0,0,0,0,-5.217,1.309,0
14-03-2022 01:00,0,0,0,0,-5.657,1.311,0
14-03-2022 02:00,0,0,0,0,-6.174,1.313,0
14-03-2022 03:00,0,0,0,0,-6.575,1.314,0
14-03-2022 04:00,0,0,0,0,-6.952,1.315,0.075
14-03-2022 05:00,0,0,0,0,-7.005,1.316,75.929
14-03-2022 06:00,0,0,0,0,-6.234,1.315,218.814
14-03-2022 07:00,0,0,0,0,-4.666,1.313,342.756
14-03-2022 08:00,0,0,0,0,-3.424,1.308,439.267
14-03-2022 09:00,0,0,0,0,-2.316,1.303,501.831
14-03-2022 10:00,0,0,0,0,-1.207,1.297,526.147
14-03-2022 11:00,0,0,0,0,-0.474,1.292,510.716
14-03-2022 12:00,0,0,0,0,-0.141,1.289,456.385
14-03-2022 13:00,0,0,0,0,-0.02,1.287,367.098
14-03-2022 14:00,0,0,0,0,-0.19,1.286,248.894
14-03-2022 15:00,0,0,0,0,-0.858,1.287,109.812
14-03-2022 16:00,0,0,0,0,-2.265,1.29,4.325
14-03-2022 17:00,0,0,0,0,-3.465,1.295,0
14-03-2022 18:00,0,0,0,0,-3.742,1.3,0
14-03-2022 19:00,0,0,0,0,-3.812,1.305,0
14-03-2022 20:00,0,0,0,0,-3.954,1.307,0
14-03-2022 21:00,0,0,0,0,-4.372,1.309,0
14-03-2022 22:00,0,0,0,0,-4.766,1.31,0
14-03-2022 23:00,0,0,0,0,-5.008,1.311,0
15-03-2022 00:00,0,0,0,0,-5.13,1.312,0
15-03-2022 01:00,0,0,0,0,-5.345,1.313,0
15-03-2022 02:00,0,0,0,0,-5.694,1.315,0
15-03-2022 03:00,0,0,0,0,-5.994,1.316,0
15-03-2022 04:00,0,0,0,0,-6.258,1.318,0.397
15-03-2022 05:00,0,0,0,0,-6.332,1.319,84.44
15-03-2022 06:00,0,0,0,0,-5.684,1.318,227.331
15-03-2022 07:00,0,0,0,0,-4.635,1.314,351.256
15-03-2022 08:00,0,0,0,0,-3.419,1.309,447.734
15-03-2022 09:00,0,0,0,0,-2.253,1.303,510.331
15-03-2022 10:00,0,0,0,0,-1.212,1.298,534.589
15-03-2022 11:00,0,0,0,0,-0.462,1.292,519.029
15-03-2022 12:00,0,0,0,0,-0.115,1.289,464.856
15-03-2022 13:00,0,0,0,0,-0.025,1.287,375.598
15-03-2022 14:00,0,0,0,0,-0.286,1.286,257.38
15-03-2022 15:00,0,0,0,0,-1.21,1.287,118.368
15-03-2022 16:00,0,0,0,0,-2.689,1.289,6.577
15-03-2022 17:00,0,0,0,0,-3.72,1.293,0
15-03-2022 18:00,0,0,0,0,-3.459,1.297,0
15-03-2022 19:00,0,0,0,0,-3.399,1.301,0
15-03-2022 20:00,0,0,0,0,-3.574,1.305,0
15-03-2022 21:00,0,0,0,0,-3.782,1.307,0
15-03-2022 22:00,0,0,0,0,-4.084,1.309,0
15-03-2022 23:00,0,0,0,0,-4.146,1.31,0
16-03-2022 00:00,0,0,0,0,-4.331,1.311,0
16-03-2022 01:00,0,0,0,0,-4.573,1.311,0
16-03-2022 02:00,0,0,0,0,-4.754,1.312,0
16-03-2022 03:00,0,0,0,0,-4.803,1.312,0
16-03-2022 04:00,0,0,0,0,-4.678,1.312,1.144
16-03-2022 05:00,0,0,0,0,-4.385,1.311,92.987
16-03-2022 06:00,0,0,0,0,-3.201,1.307,235.863
16-03-2022 07:00,0,0,0,0,-1.937,1.301,359.727
16-03-2022 08:00,0,0,0,0,-0.819,1.296,456.205
16-03-2022 09:00,0,0,0,0,0.178,1.291,518.644
16-03-2022 10:00,0,0,0,0,0.854,1.286,543.089
16-03-2022 11:00,0,0,0,0,1.226,1.284,527.529
16-03-2022 12:00,0,0,0,0,1.385,1.283,473.323
16-03-2022 13:00,0,0,0,0,1.303,1.283,384.031
16-03-2022 14:00,0,0,0,0,0.994,1.285,265.88
16-03-2022 15:00,0,0,0,0,0.397,1.288,126.906
16-03-2022 16:00,0,0,0,0,-0.302,1.292,9.315
16-03-2022 17:00,0,0,0,0,-0.809,1.295,0
16-03-2022 18:00,0,0,0,0,-1.164,1.298,0
16-03-2022 19:00,0,0,0,0,-1.362,1.299,0
16-03-2022 20:00,0,0,0,0,-1.405,1.3,0
16-03-2022 21:00,0,0,0,0,-1.561,1.301,0
16-03-2022 22:00,0,0,0,0,-1.697,1.302,0
16-03-2022 23:00,0,0,0,0,-1.871,1.304,0
17-03-2022 00:00,0,0,0,0,-1.96,1.305,0
17-03-2022 01:00,0,0,0,0,-2.104,1.306,0
17-03-2022 02:00,0,0,0,0,-2.209,1.307,0
17-03-2022 03:00,0,0,0,0,-2.297,1.307,0
17-03-2022 04:00,0,0,0,0,-2.328,1.307,2.371
17-03-2022 05:00,0,0,0,0,-2.061,1.306,101.534
17-03-2022 06:00,0,0,0,0,-1.268,1.302,244.346
17-03-2022 07:00,0,0,0,0,-0.464,1.299,368.16
17-03-2022 08:00,0,0,0,0,0.388,1.294,464.609
17-03-2022 09:00,0,0,0,0,1.1,1.29,527.144
17-03-2022 10:00,0,0,0,0,1.603,1.288,551.398
17-03-2022 11:00,0,0,0,0,1.887,1.286,535.905
17-03-2022 12:00,0,0,0,0,1.918,1.285,481.698
17-03-2022 13:00,0,0,0,0,1.711,1.286,392.502
17-03-2022 14:00,0,0,0,0,1.317,1.287,274.38
17-03-2022 15:00,0,0,0,0,0.738,1.289,135.446
17-03-2022 16:00,0,0,0,0,0.229,1.291,12.527
17-03-2022 17:00,0,0,0,0,-0.066,1.292,0
17-03-2022 18:00,0,0,0,0,-0.196,1.292,0
17-03-2022 19:00,0,0,0,0,-0.255,1.292,0
17-03-2022 20:00,0,0,0,0,-0.324,1.291,0
17-03-2022 21:00,0,0,0,0,-0.439,1.291,0
17-03-2022 22:00,0,0,0,0,-0.64,1.292,0
17-03-2022 23:00,0,0,0,0,-0.843,1.292,0
18-03-2022 00:00,0,0,0,0,-0.989,1.292,0
18-03-2022 01:00,0,0,0,0,-1.128,1.292,0
18-03-2022 02:00,0,0,0,0,-0.988,1.291,0
18-03-2022 03:00,0,0,0,0,-0.594,1.288,0
18-03-2022 04:00,0,0,0,0,-0.349,1.287,4.075
18-03-2022 05:00,0,0,0,0,-0.19,1.287,110.066
18-03-2022 06:00,0,0,0,0,0.162,1.286,252.832
18-03-2022 07:00,0,0,0,0,0.738,1.284,376.602
18-03-2022 08:00,0,0,0,0,1.358,1.282,472.984
18-03-2022 09:00,0,0,0,0,1.956,1.28,535.394
18-03-2022 10:00,0,0,0,0,2.494,1.277,559.773
18-03-2022 11:00,0,0,0,0,2.828,1.276,544.279
18-03-2022 12:00,0,0,0,0,2.743,1.276,490.136
18-03-2022 13:00,0,0,0,0,2.505,1.277,400.911
18-03-2022 14:00,0,0,0,0,2.147,1.28,282.851
18-03-2022 15:00,0,0,0,0,1.678,1.283,143.961
18-03-2022 16:00,0,0,0,0,0.985,1.287,16.216
18-03-2022 17:00,0,0,0,0,0.242,1.292,0
18-03-2022 18:00,0,0,0,0,-0.417,1.297,0
18-03-2022 19:00,0,0,0,0,-0.786,1.301,0
18-03-2022 20:00,0,0,0,0,-1.03,1.303,0
18-03-2022 21:00,0,0,0,0,-1.223,1.305,0
18-03-2022 22:00,0,0,0,0,-1.381,1.306,0
18-03-2022 23:00,0,0,0,0,-1.503,1.307,0
19-03-2022 00:00,0,0,0,0,-1.575,1.307,0
19-03-2022 01:00,0,0,0,0,-1.606,1.307,0
19-03-2022 02:00,0,0,0,0,-1.573,1.307,0
19-03-2022 03:00,0,0,0,0,-1.293,1.305,0
19-03-2022 04:00,0,0,0,0,-0.779,1.302,6.254
19-03-2022 05:00,0,0,0,0,-0.289,1.299,118.596
19-03-2022 06:00,0,0,0,0,0.416,1.295,261.267
19-03-2022 07:00,0,0,0,0,0.984,1.292,385.006
19-03-2022 08:00,0,0,0,0,1.41,1.29,481.359
19-03-2022 09:00,0,0,0,0,2.285,1.285,543.836
19-03-2022 10:00,0,0,0,0,3.337,1.28,568.089
19-03-2022 11:00,0,0,0,0,4.007,1.275,552.655
19-03-2022 12:00,0,0,0,0,4.193,1.273,498.448
19-03-2022 13:00,0,0,0,0,4.002,1.273,409.315
19-03-2022 14:00,0,0,0,0,3.574,1.276,291.318
19-03-2022 15:00,0,0,0,0,3.013,1.279,152.446
19-03-2022 16:00,0,0,0,0,2.448,1.282,20.386
19-03-2022 17:00,0,0,0,0,2.152,1.285,0
19-03-2022 18:00,0,0,0,0,2.083,1.286,0
19-03-2022 19:00,0,0,0,0,2.034,1.287,0
19-03-2022 20:00,0,0,0,0,1.862,1.289,0
19-03-2022 21:00,0,0,0,0,1.612,1.291,0
19-03-2022 22:00,0,0,0,0,1.354,1.292,0
19-03-2022 23:00,0,0,0,0,1.139,1.294,0
20-03-2022 00:00,0,0,0,0,0.902,1.295,0
20-03-2022 01:00,0,0,0,0,0.671,1.296,0
20-03-2022 02:00,0,0,0,0,0.395,1.298,0
20-03-2022 03:00,0,0,0,0,0.316,1.298,0
20-03-2022 04:00,0,0,0,0,0.236,1.299,8.906
20-03-2022 05:00,0,0,0,0,0.214,1.3,127.105
20-03-2022 06:00,0,0,0,0,0.847,1.298,269.709
20-03-2022 07:00,0,0,0,0,1.634,1.295,393.348
20-03-2022 08:00,0,0,0,0,2.495,1.291,489.672
20-03-2022 09:00,0,0,0,0,3.404,1.286,552.086
20-03-2022 10:00,0,0,0,0,4.076,1.282,576.398
20-03-2022 11:00,0,0,0,0,4.461,1.279,560.905
20-03-2022 12:00,0,0,0,0,4.575,1.278,506.761
20-03-2022 13:00,0,0,0,0,4.247,1.278,417.69
20-03-2022 14:00,0,0,0,0,3.559,1.28,299.693
20-03-2022 15:00,0,0,0,0,2.719,1.284,160.946
20-03-2022 16:00,0,0,0,0,1.804,1.288,25.033
20-03-2022 17:00,0,0,0,0,1.153,1.291,0
20-03-2022 18:00,0,0,0,0,0.789,1.293,0
20-03-2022 19:00,0,0,0,0,0.433,1.293,0
20-03-2022 20:00,0,0,0,0,0.073,1.293,0
20-03-2022 21:00,0,0,0,0,-0.199,1.292,0
20-03-2022 22:00,0,0,0,0,-0.366,1.29,0
20-03-2022 23:00,0,0,0,0,-0.403,1.289,0
21-03-2022 00:00,0,0,0,0,-0.062,1.289,0
21-03-2022 01:00,0,0,0,0,0.202,1.29,0
21-03-2022 02:00,0,0,0,0,0.073,1.29,0
21-03-2022 03:00,0,0,0,0,-0.179,1.29,0
21-03-2022 04:00,0,0,0,0,-0.066,1.289,12.037
21-03-2022 05:00,0,0,0,0,0.234,1.288,135.581
21-03-2022 06:00,0,0,0,0,1.179,1.286,278.142
21-03-2022 07:00,0,0,0,0,2.334,1.282,401.723
21-03-2022 08:00,0,0,0,0,3.514,1.276,497.956
21-03-2022 09:00,0,0,0,0,4.598,1.27,560.336
21-03-2022 10:00,0,0,0,0,5.268,1.266,584.582
21-03-2022 11:00,0,0,0,0,5.414,1.265,569.155
21-03-2022 12:00,0,0,0,0,5.262,1.266,515.044
21-03-2022 13:00,0,0,0,0,4.91,1.267,425.974
21-03-2022 14:00,0,0,0,0,4.381,1.268,308.068
21-03-2022 15:00,0,0,0,0,3.579,1.271,169.399
21-03-2022 16:00,0,0,0,0,2.603,1.276,30.144
21-03-2022 17:00,0,0,0,0,1.782,1.281,0
21-03-2022 18:00,0,0,0,0,1.084,1.285,0
21-03-2022 19:00,0,0,0,0,0.622,1.288,0
21-03-2022 20:00,0,0,0,0,0.234,1.29,0
21-03-2022 21:00,0,0,0,0,-0.149,1.293,0
21-03-2022 22:00,0,0,0,0,-0.534,1.295,0
21-03-2022 23:00,0,0,0,0,-0.963,1.297,0
22-03-2022 00:00,0,0,0,0,-1.48,1.298,0
22-03-2022 01:00,0,0,0,0,-1.938,1.299,0
22-03-2022 02:00,0,0,0,0,-2.222,1.299,0
22-03-2022 03:00,0,0,0,0,-2.487,1.299,0
22-03-2022 04:00,0,0,0,0,-2.59,1.3,15.638
22-03-2022 05:00,0,0,0,0,-1.937,1.299,144.05
22-03-2022 06:00,0,0,0,0,-0.942,1.296,286.517
22-03-2022 07:00,0,0,0,0,0.629,1.29,410.007
22-03-2022 08:00,0,0,0,0,2.319,1.282,506.239
22-03-2022 09:00,0,0,0,0,3.389,1.276,568.52
22-03-2022 10:00,0,0,0,0,4.175,1.271,592.774
22-03-2022 11:00,0,0,0,0,4.687,1.267,577.405
22-03-2022 12:00,0,0,0,0,4.827,1.265,523.29
22-03-2022 13:00,0,0,0,0,4.467,1.265,434.253
22-03-2022 14:00,0,0,0,0,3.574,1.267,316.414
22-03-2022 15:00,0,0,0,0,2.233,1.271,177.839
22-03-2022 16:00,0,0,0,0,0.386,1.276,35.717
22-03-2022 17:00,0,0,0,0,-0.795,1.282,0
22-03-2022 18:00,0,0,0,0,-0.997,1.287,0
22-03-2022 19:00,0,0,0,0,-1.289,1.289,0
22-03-2022 20:00,0,0,0,0,-1.925,1.291,0
22-03-2022 21:00,0,0,0,0,-2.006,1.292,0
22-03-2022 22:00,0,0,0,0,-2.18,1.294,0
22-03-2022 23:00,0,0,0,0,-2.326,1.295,0
23-03-2022 00:00,0,0,0,0,-2.458,1.295,0
23-03-2022 01:00,0,0,0,0,-2.607,1.295,0
23-03-2022 02:00,0,0,0,0,-2.729,1.296,0
23-03-2022 03:00,0,0,0,0,-2.777,1.296,0
23-03-2022 04:00,0,0,0,0,-2.789,1.295,19.706
23-03-2022 05:00,0,0,0,0,-2.36,1.294,152.488
23-03-2022 06:00,0,0,0,0,-1.041,1.288,294.83
23-03-2022 07:00,0,0,0,0,0.754,1.279,418.286
23-03-2022 08:00,0,0,0,0,2.385,1.27,514.423
23-03-2022 09:00,0,0,0,0,3.513,1.263,576.77
23-03-2022 10:00,0,0,0,0,4.247,1.258,600.965
23-03-2022 11:00,0,0,0,0,4.587,1.255,585.531
23-03-2022 12:00,0,0,0,0,4.751,1.253,531.483
23-03-2022 13:00,0,0,0,0,4.632,1.253,442.503
23-03-2022 14:00,0,0,0,0,4.25,1.253,324.756
23-03-2022 15:00,0,0,0,0,3.718,1.254,186.259
23-03-2022 16:00,0,0,0,0,3.314,1.256,41.76
23-03-2022 17:00,0,0,0,0,3.204,1.256,0
23-03-2022 18:00,0,0,0,0,3.23,1.255,0
23-03-2022 19:00,0,0,0,0,3.302,1.254,0
23-03-2022 20:00,0,0,0,0,3.387,1.254,0
23-03-2022 21:00,0,0,0,0,3.393,1.253,0
23-03-2022 22:00,0,0,0,0,3.24,1.254,0
23-03-2022 23:00,0,0,0,0,3.023,1.254,0
24-03-2022 00:00,0,0,0,0,2.814,1.255,0
24-03-2022 01:00,0,0,0,0,2.594,1.256,0
24-03-2022 02:00,0,0,0,0,2.28,1.258,0
24-03-2022 03:00,0,0,0,0,2.039,1.26,0
24-03-2022 04:00,0,0,0,0,1.821,1.261,24.232
24-03-2022 05:00,0,0,0,0,1.763,1.264,160.909
24-03-2022 06:00,0,0,0,0,2.189,1.265,303.205
24-03-2022 07:00,0,0,0,0,2.732,1.264,426.536
24-03-2022 08:00,0,0,0,0,3.082,1.264,522.586
24-03-2022 09:00,0,0,0,0,3.323,1.266,584.77
24-03-2022 10:00,0,0,0,0,3.33,1.268,609.024
24-03-2022 11:00,0,0,0,0,3.184,1.269,593.655
24-03-2022 12:00,0,0,0,0,2.878,1.271,539.607
24-03-2022 13:00,0,0,0,0,2.316,1.273,450.72
24-03-2022 14:00,0,0,0,0,1.559,1.276,333.04
24-03-2022 15:00,0,0,0,0,0.557,1.28,194.634
24-03-2022 16:00,0,0,0,0,-1.069,1.284,48.267
24-03-2022 17:00,0,0,0,0,-2.37,1.287,0
24-03-2022 18:00,0,0,0,0,-2.504,1.288,0
24-03-2022 19:00,0,0,0,0,-2.449,1.288,0
24-03-2022 20:00,0,0,0,0,-2.455,1.288,0
24-03-2022 21:00,0,0,0,0,-2.456,1.287,0
24-03-2022 22:00,0,0,0,0,-2.31,1.285,0
24-03-2022 23:00,0,0,0,0,-1.964,1.283,0
25-03-2022 00:00,0,0,0,0,-1.882,1.281,0
25-03-2022 01:00,0,0,0,0,-1.69,1.278,0
25-03-2022 02:00,0,0,0,0,-1.494,1.276,0
25-03-2022 03:00,0,0,0,0,-1.308,1.273,0
25-03-2022 04:00,0,0,0,0,-1.113,1.27,29.225
25-03-2022 05:00,0,0,0,0,-0.794,1.268,169.315
25-03-2022 06:00,0,0,0,0,-0.076,1.263,311.455
25-03-2022 07:00,0,0,0,0,0.668,1.259,434.695
25-03-2022 08:00,0,0,0,0,1.426,1.254,530.702
25-03-2022 09:00,0,0,0,0,2.009,1.251,592.962
25-03-2022 10:00,0,0,0,0,2.357,1.249,617.091
25-03-2022 11:00,0,0,0,0,2.377,1.248,601.723
25-03-2022 12:00,0,0,0,0,2.121,1.248,547.733
25-03-2022 13:00,0,0,0,0,1.574,1.248,458.912
25-03-2022 14:00,0,0,0,0,1.298,1.248,341.319
25-03-2022 15:00,0,0,0,0,1.198,1.246,202.995
25-03-2022 16:00,0,0,0,0,1.138,1.245,55.232
25-03-2022 17:00,0,0,0,0,1.047,1.244,0
25-03-2022 18:00,0,0,0,0,0.587,1.246,0
25-03-2022 19:00,0,0,0,0,-0.02,1.249,0
25-03-2022 20:00,0,0,0,0,-0.635,1.253,0
25-03-2022 21:00,0,0,0,0,-1.176,1.256,0
25-03-2022 22:00,0,0,0,0,-1.442,1.259,0
25-03-2022 23:00,0,0,0,0,-1.638,1.261,0
26-03-2022 00:00,0,0,0,0,-1.738,1.264,0
26-03-2022 01:00,0,0,0,0,-1.831,1.266,0
26-03-2022 02:00,0,0,0,0,-1.986,1.27,0
26-03-2022 03:00,0,0,0,0,-2.332,1.274,0
26-03-2022 04:00,0,0,0,0,-2.747,1.28,34.681
26-03-2022 05:00,0,0,0,0,-2.936,1.284,177.659
26-03-2022 06:00,0,0,0,0,-2.892,1.288,319.739
26-03-2022 07:00,0,0,0,0,-2.759,1.291,442.849
26-03-2022 08:00,0,0,0,0,-2.527,1.293,538.702
26-03-2022 09:00,0,0,0,0,-2.128,1.294,600.962
26-03-2022 10:00,0,0,0,0,-1.624,1.293,625.091
26-03-2022 11:00,0,0,0,0,-1.28,1.292,609.723
26-03-2022 12:00,0,0,0,0,-1.116,1.292,555.733
26-03-2022 13:00,0,0,0,0,-1.125,1.293,467.004
26-03-2022 14:00,0,0,0,0,-1.382,1.295,349.511
26-03-2022 15:00,0,0,0,0,-1.914,1.297,211.322
26-03-2022 16:00,0,0,0,0,-2.782,1.301,62.642
26-03-2022 17:00,0,0,0,0,-3.879,1.306,0
26-03-2022 18:00,0,0,0,0,-4.772,1.309,0
26-03-2022 19:00,0,0,0,0,-5.629,1.313,0
26-03-2022 20:00,0,0,0,0,-6.158,1.315,0
26-03-2022 21:00,0,0,0,0,-6.241,1.316,0
26-03-2022 22:00,0,0,0,0,-6.022,1.315,0
26-03-2022 23:00,0,0,0,0,-5.728,1.313,0
27-03-2022 00:00,0,0,0,0,-5.641,1.312,0
27-03-2022 01:00,0,0,0,0,-5.761,1.312,0
27-03-2022 02:00,0,0,0,0,-5.671,1.311,0
27-03-2022 03:00,0,0,0,0,-5.175,1.309,0
27-03-2022 04:00,0,0,0,0,-4.561,1.306,40.584
27-03-2022 05:00,0,0,0,0,-3.978,1.303,185.972
27-03-2022 06:00,0,0,0,0,-3.546,1.3,327.893
